Key,SF_ID-1,SF_ID-2,Customer Name,Street,City,State,Country.region,ZIP,FIPS,lat,long,SalesPerson,Count of YM,Max of YM,Min of YM,Current Customer,Months Since Last Purchase, TotalSales_L12M , SalesPerMonth ,Bucket
3783,0013200001FPvkMAAT,,TNT Marine Sales,5150 SW 21 CT,Fort Lauderdale,FL,USA,33317,12011,26.095772,-80.212901,Julian Gowing,4,201608,201605,1,0," $2,934 ", $734 ,3
3474,00160000010Q6fPAAS,,Rica Boat Brokers LLC,11267 5th Ave Gulf,Marathon,FL,USA,33050,12087,24.731768,-81.037092,Whit Hall,11,201608,201510,1,0," $8,068 ", $733 ,3
995,00160000010Q7VcAAK,,Global Marine,5821 32nd Way S,Saint Petersburg,FL,USA,33712,12103,27.735768,-82.677053,Brooks Mclean,12,201608,201509,1,0," $8,779 ", $732 ,3
2207,00160000010Q4glAAC,,"Kevin Parker Yacht Sales, Inc.",PO Box 1355,Wrightsville Beach,NC,USA,28480,37129,34.2085,-77.79637,Brooks Mclean,12,201608,201509,1,0," $8,779 ", $732 ,3
2692,00160000010Q5CZAA0,,Austin Boats & Motors,1208 R.R. 620 South,Austin,TX,USA,78734,48453,30.376092,-97.94672,Lisa Brownell,12,201608,201509,1,0," $8,768 ", $731 ,3
2159,00160000010Q4V7AAK,,70 West Marina,4401 Arendell St.,Morehead City,NC,USA,28557,37031,34.729039,-76.774683,Brooks Mclean,12,201608,201509,1,0," $8,759 ", $730 ,3
3799,00160000010Q6iuAAC,,Niemiec Marine Inc,173 Popes Island,New Bedford,MA,USA,02740,25005,41.62725,-70.934734,Jason White,4,201608,201605,1,0," $2,919 ", $730 ,3
3631,0013200001EWziXAAT,,Essex Yacht Sales,37 Pratt St,Essex,CT,USA,06426,09007,41.353189,-72.38851,Jason White,7,201608,201602,1,0," $5,100 ", $729 ,3
1966,00160000010Q4ukAAC,,Causeway Marine,960 East Bay Ave,Manahawkin,NJ,USA,08050,34029,39.680443,-74.227038,Nick Glass,12,201608,201509,1,0," $8,720 ", $727 ,3
2060,00160000010QGWzAAO,,Bay Harbor Motors,457 Bay Street,Staten Island,NY,USA,10304,36085,40.63103,-74.076385,Cheyanna Shoaf,12,201608,201509,1,0," $8,717 ", $726 ,3
709,00160000010Q8aMAAS,,Riva Motorsports of Miami,11995 SW 222nd Street,Miami,FL,USA,33170,12025,25.560901,-80.386747,Carie Godfrey,12,201608,201509,1,0," $8,710 ", $726 ,3
2878,00160000010QGmHAAW,,Inside Passage Yacht Sales,2864 Fisherman Bay Rd,Lopez Island,WA,USA,98261,53055,48.514301,-122.912765,Kirk Lamb,12,201608,201509,1,0," $8,703 ", $725 ,3
2372,00160000010QBkUAAW,,Clews & Strawbridge,310 Lancaster Pike,Malvern,PA,USA,19355,42029,40.038998,-75.550105,Nick Glass,12,201608,201509,1,0," $8,701 ", $725 ,3
501,00160000010QGOGAA4,,Freedom Yacht Management,1040 Seminole Dr Suite 963,Fort Lauderdale,FL,USA,33304,12011,26.138357,-80.110779,Whit Hall,12,201608,201509,1,0," $8,697 ", $725 ,3
2881,00160000010Q4N3AAK,,AAA Yacht Finders International,"2415 T Avenue, #3",Anacortes,WA,USA,98221,53057,48.502841,-122.606902,Kirk Lamb,12,201608,201509,1,0," $8,695 ", $725 ,3
2507,00160000010Q89IAAS,,Boat Sales of Lake Wylie,4380 Charlotte Highway,Clover,SC,USA,29710,45091,35.115542,-81.058081,Christopher Thomas,12,201608,201509,1,0," $8,693 ", $724 ,3
1779,00160000010QG9wAAG,,Bristow's Kawasaki & Polaris,3653 32nd Street S.E.,Saint Cloud,MN,USA,56304,27009,45.523022,-94.085351,Sarah Gregory,4,201512,201509,0,8," $2,897 ", $724 ,3
410,00160000010QCdGAAW,,Bob's Marine Service Inc,Po Box 306,Ocean View,DE,USA,19970,10005,38.54511,-75.08907,Nick Glass,12,201608,201509,1,0," $8,682 ", $724 ,3
1459,00160000010Q6x8AAC,,Martini Yacht Sales,846 Shady Oaks Rd,West River,MD,USA,20778,24003,38.827957,-76.549863,Scott Rhodes,4,201512,201509,0,8," $2,891 ", $723 ,3
1661,00160000010Q5hIAAS,,Drummond Island Yacht Haven,PO Box 148,Drummond Island,MI,USA,49726,26033,46.011531,-83.692502,Scott Rhodes,12,201608,201509,1,0," $8,670 ", $723 ,3
2676,00160000010Q5H4AAK,,Sandy Creek Marina,6512 US 180 West,Breckenridge,TX,USA,76424,48429,32.746949,-98.820141,Lisa Brownell,12,201608,201509,1,0," $8,664 ", $722 ,3
684,00160000010QG8JAAW,,South Florida Trailers,2751 NW 75 Street,Miami,FL,USA,33147,12025,25.842853,-80.241983,Nickeshia Bowen,12,201608,201509,1,0," $8,643 ", $720 ,3
1462,00160000010Q4OfAAK,,Integrity Yacht Sales,PO Box 479,Deale,MD,USA,20751,24003,38.786505,-76.550236,Scott Rhodes,12,201608,201509,1,0," $8,639 ", $720 ,3
3670,00160000010QJZYAA4,,Backwater Marine & Yacht Brokerage Inc,2020 NW 1st Place,Cape Coral,FL,USA,33993,12071,26.70917,-81.975788,Whit Hall,6,201608,201603,1,0," $4,318 ", $720 ,3
3755,0013200001F2UkhAAF,,Hysucat,"7013 Hwy 92, NC 27808",Bath,NC,USA,27808,37013,35.477128,-76.810993,Aivar Paavel,5,201608,201604,1,0," $3,597 ", $719 ,3
1690,00160000010Q5EiAAK,,Leaders Marine,8500 West Main Street,Kalamazoo,MI,USA,49009,26077,42.29577,-85.716188,Zach Bower,12,201608,201509,1,0," $8,628 ", $719 ,3
2073,00160000010Q6J9AAK,,CR's Marine Service Inc,2103 Chrisler Ave.,Schenectady,NY,USA,12303,36093,42.78423,-73.930476,Cheyanna Shoaf,12,201608,201509,1,0," $8,600 ", $717 ,3
67,00160000010QECOAA4,,Catalina Marina,2020 W Gardner Lane,Tucson,AZ,USA,85705,04019,32.281558,-111.010668,Courtney McManaway,12,201608,201509,1,0," $8,595 ", $716 ,3
2304,00160000010Q5L1AAK,,Boat Masters State Park Marine,5290 Manchester Rd.,Akron,OH,USA,44319,39153,40.959405,-81.566259,Zach Bower,12,201608,201509,1,0," $8,588 ", $716 ,3
877,00160000010QG5zAAG,,All Star Marine US,1012 Dove Rd,Key Largo,FL,USA,33037,12087,25.04835,-80.484624,Whit Hall,8,201604,201509,0,4," $5,715 ", $714 ,3
1930,00160000010QGSSAA4,,Avalon Marine Center,PO Box 326,Avalon,NJ,USA,08202,34009,39.112027,-74.731427,Nick Glass,12,201608,201509,1,0," $8,563 ", $714 ,3
1060,00160000010QGZ3AAO,,Spencer Yachts Brokerage,502 NW Fairfax Ave,Port Saint Lucie,FL,USA,34983,12111,27.333573,-80.361985,Whit Hall,12,201608,201509,1,0," $8,555 ", $713 ,3
1649,00160000010Q5l4AAC,,The Mariner Network Yacht Sales,514 West Water St,New Buffalo,MI,USA,49117,26021,41.795058,-86.751683,Scott Rhodes,12,201608,201509,1,0," $8,537 ", $711 ,3
2561,00160000010QEAGAA4,,"Memphis Boat Center, Inc.",1920 Watson,Memphis,TN,USA,38111,47157,35.10956,-89.948119,JJ Aho,12,201608,201509,1,0," $8,525 ", $710 ,3
636,00160000010QCtuAAG,,Rose Marina,951 BALD EAGLE DR,Marco Island,FL,USA,34145,12021,25.962259,-81.728188,Carie Godfrey,12,201608,201509,1,0," $8,505 ", $709 ,3
1551,00160000010Q5ElAAK,,Millway Marina Inc.,PO Box 322,Barnstable,MA,USA,02630,25001,41.704506,-70.303537,Cheyanna Shoaf,12,201608,201509,1,0," $8,497 ", $708 ,3
2391,00160000010Q8L0AAK,,Anglers Edge Marine,298 Water Forest Dr,Dingmans Ferry,PA,USA,18328,42103,41.270783,-74.916367,Nick Glass,12,201608,201509,1,0," $8,464 ", $705 ,3
1818,00160000010Q4UuAAK,,"Yacht Brokers, Inc - MN",PO Box 732,Stillwater,MN,USA,55082,27163,45.061416,-92.84736,Kirk Lamb,12,201608,201509,1,0," $8,460 ", $705 ,3
2888,00160000010QGF1AAO,,American Tugs & Trawlers,PO Box 600,La Conner,WA,USA,98257,53057,48.414123,-122.508364,Kirk Lamb,12,201608,201509,1,0," $8,459 ", $705 ,3
1550,00160000010Q4S2AAK,,"Nauset Marine, Inc.","PO Box 357, Route 6A",Orleans,MA,USA,02653,25001,41.7899,-70.00107,Jason White,12,201608,201509,1,0," $8,440 ", $703 ,3
2635,00160000010QGanAAG,,Wicked Boats,1804 Todville Rd,Seabrook,TX,USA,77586,48201,29.5629,-95.015171,Lisa Brownell,6,201603,201509,0,5," $4,217 ", $703 ,3
3191,00160000010Q5g4AAC,,Lanier Marine Liquidators,106 Henry Grady Hwy,Dawsonville,GA,USA,30534,13085,34.416521,-84.10849,MWS,12,201608,201509,1,0," $8,434 ", $703 ,3
3630,0013200001EXCZXAA5,,"Discovery Bay Yachts, Inc.",4815 Discovery Point,Discovery Bay,CA,USA,94505,06013,37.914275,-121.605866,John Souch,7,201608,201602,1,0," $4,916 ", $702 ,3
351,00160000010Q4lyAAC,,Total Marine,160 Water St.,Norwalk,CT,USA,06854,09001,41.093054,-73.415019,Jason White,12,201608,201509,1,0," $8,376 ", $698 ,3
252,00160000010Q5RNAA0,,McKinna Yachts San Diego LLC,333 W. Harbor Drive,San Diego,CA,USA,92101,06073,32.70992,-117.165866,John Souch,12,201608,201509,1,0," $8,373 ", $698 ,3
1875,00160000010Q8HMAA0,,Safe Harbor Boat & Lift Sales,PO BOX 399,Kimberling City,MO,USA,65686,29209,36.638577,-93.432117,JJ Aho,3,201511,201509,0,9," $2,091 ", $697 ,3
3811,00160000010Q4sNAAS,,Westport LLC,637 Marine Drive,Port Angeles,WA,USA,98363,53009,48.122533,-123.445134,Patrick Sullivan,4,201608,201605,1,0," $2,787 ", $697 ,3
1376,00160000010Q6UFAA0,,Gagnon Boat & Motor Co,210 Park Street,Livermore Falls,ME,USA,04254,23001,44.46041,-70.176844,Cheyanna Shoaf,12,201608,201509,1,0," $8,360 ", $697 ,3
444,00160000010QDNPAA4,,Boater's Exchange,2145 South US Hwy 1,Rockledge,FL,USA,32955,12009,28.317868,-80.712121,Nickeshia Bowen,12,201608,201509,1,0," $8,352 ", $696 ,3
463,00160000010Q7c7AAC,,"Mynt Yacht Sales & Charter, Inc.",1314 E Las Olas Blvd #130,Fort Lauderdale,FL,USA,33301,12011,26.119442,-80.129843,Whit Hall,12,201608,201509,1,0," $8,337 ", $695 ,3
2840,00160000010Q5UIAA0,,Hebert Yachts,1220 Westlake Ave N,Seattle,WA,USA,98109,53033,47.627907,-122.340091,Kirk Lamb,12,201608,201509,1,0," $8,335 ", $695 ,3
1784,00160000010QCYpAAO,,C & C Boatworks,36448 COUNTY RD 66,Crosslake,MN,USA,56442,27035,46.680664,-94.111102,Sarah Gregory,12,201608,201509,1,0," $8,328 ", $694 ,3
1182,00160000010Q5jsAAC,,Idaho Water Sports,2165 Overland Avenue,Burley,ID,USA,83318,16031,42.52608,-113.793248,Courtney McManaway,12,201608,201509,1,0," $8,316 ", $693 ,3
650,00160000010Q6KLAA0,,Mare Blue Yacht Brokerage,247 SW 8th Street #304,Miami,FL,USA,33130,12025,25.771329,-80.207561,Whit Hall,12,201608,201509,1,0," $8,293 ", $691 ,3
1489,00160000010QDiSAAW,,The Boat Warehouse,111 River Rd,Chesapeake City,MD,USA,21915,24015,39.469098,-75.849327,Nick Glass,12,201608,201509,1,0," $8,285 ", $690 ,3
14,00160000010QJkNAAW,,Sunrise Marine of Alabama,28791 US Highway 98,Daphne,AL,USA,36526,01003,30.643787,-87.912826,Nickeshia Bowen,12,201608,201509,1,0," $8,275 ", $690 ,3
2268,00160000010QJipAAG,,Antique Boat Center,10346 Evendale Dr.,Cincinnati,OH,USA,45241,39061,39.255241,-84.438962,Zach Bower,12,201608,201509,1,0," $8,245 ", $687 ,3
780,00160000010Q81LAAS,,Tropic Trailers,9451 Workmen Way,Fort Myers,FL,USA,33905,12071,26.536796,-82.088796,Nickeshia Bowen,12,201608,201509,1,0," $8,244 ", $687 ,3
3747,00160000010Q77RAAS,,Wards Boat Shop,355 Route 16B,Center Ossipee,NH,USA,03814,33003,43.775033,-71.162235,CK Kelley,5,201608,201604,1,0," $3,431 ", $686 ,3
495,00160000010Q4yDAAS,,YachtDirect,801 Seabreeze Boulevard,Fort Lauderdale,FL,USA,33316,12011,26.113054,-80.105509,Whit Hall,12,201608,201509,1,0," $8,229 ", $686 ,3
2052,00160000010QDoaAAG,,RC Congel Boats,8575 BREWERTON RD,Cicero,NY,USA,13039,36067,43.184127,-76.12259,Colleen Beacham,12,201608,201509,1,0," $8,225 ", $685 ,3
2963,00160000010Q4zMAAS,,Great Lakes Yacht Sales - WI,443 50th St,Kenosha,WI,USA,53140,55059,42.590963,-87.817284,Kirk Lamb,12,201608,201509,1,0," $8,222 ", $685 ,3
1577,00160000010Q6iuAAC,,Niemiec Yacht Sales,173 Popes Island,New Bedford,MA,USA,02740,25005,41.62725,-70.934734,Jason White,8,201604,201509,0,4," $5,479 ", $685 ,3
322,00160000010QG7PAAW,,Valkyrie Yacht Sales,4300 Tradewinds Dr - Suite 160,Oxnard,CA,USA,93035,06111,34.190012,-119.229523,John Souch,12,201608,201509,1,0," $8,218 ", $685 ,3
2144,00160000010Q5mJAAS,,Marine Mart of Southport,4711 Long Beach Rd Se,Southport,NC,USA,28461,37019,33.945087,-78.055242,Christopher Thomas,12,201608,201509,1,0," $8,215 ", $685 ,3
1794,00160000010QJlpAAG,,Bill's Bay Marina (New),"660 France Ave St, Suite 125",Minneapolis,MN,USA,55435,27053,44.886565,-93.328959,Sarah Gregory,12,201608,201509,1,0," $8,208 ", $684 ,3
902,00160000010QBXPAA4,,The Ships Chandler Marine Sales,646 East Highway 98,Destin,FL,USA,32541,12091,30.391555,-86.493344,Nickeshia Bowen,12,201608,201509,1,0," $8,201 ", $683 ,3
1407,00160000010Q5WdAAK,,Midcoast Yacht & Ship Brokerage,PO Box 504,Spruce Head,ME,USA,04859,23013,44.01147,-69.13282,Jason White,12,201608,201509,1,0," $8,200 ", $683 ,3
2514,00160000010QGaGAAW,,WaterWorkz Marine Inc,3201 Apd 40,Cleveland,TN,USA,37311,47011,35.1517,-84.856436,JJ Aho,12,201608,201509,1,0," $8,196 ", $683 ,3
450,00160000010Q6ClAAK,,"Just Catamarans, Inc.",850 NE 3rd St. #210,Dania,FL,USA,33004,12011,26.059211,-80.139737,Whit Hall,12,201608,201509,1,0," $8,186 ", $682 ,3
2762,00160000010Q7uqAAC,,Dominion Yacht Sales,312 - C Poplar Alley,Occoquan,VA,USA,22125,51153,38.683825,-77.260594,Scott Rhodes,12,201608,201509,1,0," $8,183 ", $682 ,3
282,00160000010Q5egAAC,,"Wayne C. Jones, Yacht and Ship Broker, Inc",1050 Rosecrans St Ste 7,San Diego,CA,USA,92106,06073,32.720846,-117.232314,John Souch,12,201608,201509,1,0," $8,180 ", $682 ,3
1517,00160000010QGDcAAO,,Pocket Yacht Company,PO Box 437,Grasonville,MD,USA,21638,24035,38.95598,-76.19635,Scott Rhodes,12,201608,201509,1,0," $8,179 ", $682 ,3
2760,00160000010Q4qWAAS,,Prince William Marina,12849 Gordon Blvd,Woodbridge,VA,USA,22192,51153,38.674225,-77.254344,Scott Rhodes,12,201608,201509,1,0," $8,176 ", $681 ,3
3590,0013200001E3gBSAAZ,,Mazarin Yachts USA,809 NE Third Street,Dania,FL,USA,33004,12011,26.057911,-80.129936,Patrick Sullivan,8,201608,201601,1,0," $5,446 ", $681 ,3
3817,00160000010Q4YPAA0,,Pacific Asian Enterprises,25001 Dana Drive,Dana Point,CA,USA,92629,06059,33.459061,-117.701062,Jason White,3,201608,201606,1,0," $2,040 ", $680 ,3
438,00160000010Q4wYAAS,,Yacht Masters Yacht Sales,740 Scallop Dr,Cape Canaveral,FL,USA,32920,12009,28.407131,-80.621905,Whit Hall,12,201608,201509,1,0," $8,127 ", $677 ,3
261,0013200001AhwYlAAJ,,Bill Middleton Yachts dba Breakwater Yacht Sales,5476 Villas Drive,Bonsall,CA,USA,92003,06073,33.289878,-117.213976,John Souch,12,201608,201509,1,0," $8,124 ", $677 ,3
2935,00160000010QDgPAAW,,Charleston Marine Inc,1601 Bowne Ave,Charleston,WV,USA,25303,54039,38.363999,-81.66896,Nick Glass,12,201608,201509,1,0," $8,102 ", $675 ,3
1906,00160000010Q77RAAS,,Ward's Boat Shop Inc.,355 Route 16B,Center Ossipee,NH,USA,03814,33003,43.775033,-71.162235,Cheyanna Shoaf,7,201603,201509,0,5," $4,726 ", $675 ,3
2021,00160000010QEAkAAO,,Anchor Marine (Ny),1501 Ferry Road,Grand Island,NY,USA,14072,36029,42.972199,-78.946253,Cheyanna Shoaf,12,201608,201509,1,0," $8,100 ", $675 ,3
436,00160000010QBy9AAG,,Anchorage Yacht Basin,96 E. Eaugallie Blvd.,Satellite Beach,FL,USA,32937,12009,28.138211,-80.600443,Nickeshia Bowen,12,201608,201509,1,0," $8,100 ", $675 ,3
1089,00160000010QJaUAAW,,Specialty Motor Sales,720 S Dixie Freeway,New Smyrna Beach,FL,USA,32168,12127,29.020679,-80.925227,Nickeshia Bowen,12,201608,201509,1,0," $8,100 ", $675 ,3
1235,00160000010QCWZAA4,,Hennepin Marine Inc,PO Box 287,Hennepin,IL,USA,61327,17155,41.252096,-89.338005,Sarah Gregory,12,201608,201509,1,0," $8,100 ", $675 ,3
1340,00160000010Q5BYAA0,,Lake Cumberland Marine,105 Collins Ave,Somerset,KY,USA,42503,21199,37.288779,-84.643566,JJ Aho,12,201608,201509,1,0," $8,100 ", $675 ,3
1504,00160000010QDj2AAG,,Deep Creek Marina,2010 Deep Creek Drive,Mc Henry,MD,USA,21541,24023,39.555347,-79.351793,Nick Glass,12,201608,201509,1,0," $8,100 ", $675 ,3
1639,00160000010Q70xAAC,,Dewitt Marine Inc -MI,6509 Crystal Springs Rd,Bellaire,MI,USA,49615,26009,44.936665,-85.280223,Zach Bower,12,201608,201509,1,0," $8,100 ", $675 ,3
1696,00160000010Q5DPAA0,,Wonderland Marine West,5796 E Grand River,Howell,MI,USA,48843,26093,42.575265,-83.838325,Zach Bower,12,201608,201509,1,0," $8,100 ", $675 ,3
1880,00160000010QBvFAAW,,Captain's Marine Inc,3201  HWY 93 South,Kalispell,MT,USA,59901,30029,48.153498,-114.287816,Sarah Gregory,12,201608,201509,1,0," $8,100 ", $675 ,3
2301,00160000010QCk9AAG,,Buckeye Sports Center,4610 State Rd,Peninsula,OH,USA,44264,39153,41.195857,-81.502277,Zach Bower,12,201608,201509,1,0," $8,100 ", $675 ,3
2660,00160000010Q8GkAAK,,Texas Sports Boats,801 I-45 South,Conroe,TX,USA,77301,48339,30.292135,-95.463611,Lisa Brownell,12,201608,201509,1,0," $8,100 ", $675 ,3
2682,00160000010Q8DxAAK,,Momentum Motorsports & RV,2306 W. Ferguson Rd.,Mount Pleasant,TX,USA,75455,48449,33.161273,-94.991785,Lisa Brownell,12,201608,201509,1,0," $8,100 ", $675 ,3
2979,00160000010Q5QzAAK,,M W Marine Inc,11901 Janesville Rd.,Hales Corners,WI,USA,53130,55079,42.936267,-88.062523,Sarah Gregory,12,201608,201509,1,0," $8,100 ", $675 ,3
2981,00160000010Q5LNAA0,,"Watercraft Sales, Inc.",7453 Highway X Box #880,Three Lakes,WI,USA,54562,55085,45.762075,-89.157339,Sarah Gregory,12,201608,201509,1,0," $8,100 ", $675 ,3
895,00160000010QDPSAA4,,Ocean Outboard Marine,1619 N 14th Street,Fernandina Beach,FL,USA,32034,12089,30.686539,-81.448141,Nickeshia Bowen,12,201608,201509,1,0," $8,100 ", $675 ,3
1258,00160000010Q5ckAAC,,Main Channel Marina -IN,720 South Lakeside Drive,Syracuse,IN,USA,46567,18085,41.415108,-85.73636,Zach Bower,12,201608,201509,1,0," $8,100 ", $675 ,3
2593,00160000010QAsZAAW,,Legend Marine Group,3231 Commander Drive,Carrollton,TX,USA,75006,48113,32.977061,-96.848653,Lisa Brownell,12,201608,201509,1,0," $8,100 ", $675 ,3
1261,00160000010Q50AAAS,,FAYS MARINA Boat Center,909 Pine Lake Avenue,La Porte,IN,USA,46350,18091,41.62774,-86.737706,Zach Bower,12,201608,201509,1,0," $8,100 ", $675 ,3
1273,00160000010QChQAAW,,The Boat Place Inc,24 S. Boat Place Bldg,Rockville,IN,USA,47872,18121,39.411207,-87.215627,Zach Bower,12,201608,201509,1,0," $8,100 ", $675 ,3
2946,00160000010QCbsAAG,,Mr Outboard Watersports,1785 Mis Valley Drive,De Pere,WI,USA,54115,55009,44.435196,-88.0435,Sarah Gregory,12,201608,201509,1,0," $8,100 ", $675 ,3
917,00160000010QJkZAAW,,Bond Boats LLC,6590 Bay Tree Ct,Saint Cloud,FL,USA,34771,12097,28.228046,-81.174551,Whit Hall,12,201608,201509,1,0," $8,072 ", $673 ,3
980,00160000010Q8ECAA0,,Source One Marine Inc,6912 Puffin Lane,Hudson,FL,USA,34667,12101,28.351682,-82.701092,Nickeshia Bowen,12,201608,201509,1,0," $8,064 ", $672 ,3
2866,00160000010QGbiAAG,,Larson Power Boats Northwest,3701 20th St E,Tacoma,WA,USA,98424,53053,47.239096,-122.379568,Courtney McManaway,12,201608,201509,1,0," $8,062 ", $672 ,3
1731,00160000010QGYlAAO,,"KAM Yacht Sales, LLC",38500 Woodward Avenue Suite 200,Bloomfield Hills,MI,USA,48304,26125,42.578841,-83.240512,Scott Rhodes,12,201608,201509,1,0," $8,062 ", $672 ,3
2023,00160000010Q6Z6AAK,,Olson Bros Marine,6819 Rt 5,Derby,NY,USA,14047,36029,42.701682,-78.979248,Cheyanna Shoaf,12,201608,201509,1,0," $8,060 ", $672 ,3
159,00160000010Q4SOAA0,,Oceanic Yacht Sales,308 Harbor Dr.,Sausalito,CA,USA,94965,06041,37.86783,-122.49938,John Souch,12,201608,201509,1,0," $8,050 ", $671 ,3
1473,00160000010Q6OfAAK,,All Star Marine Inc.,2434 Hollyneck Rd,Essex,MD,USA,21221,24005,39.282962,-76.397404,Nick Glass,10,201608,201509,1,0," $6,708 ", $671 ,3
2731,00160000010QDhvAAG,,Eds Marine Superstore,12080 Washington Hwy,Ashland,VA,USA,23005,51085,37.732099,-77.470961,Nick Glass,12,201608,201509,1,0," $8,030 ", $669 ,3
2033,00160000010QBkZAAW,,Clayton Marina,50 State St,Clayton,NY,USA,13624,36045,44.232675,-76.088948,Cheyanna Shoaf,12,201608,201509,1,0," $8,021 ", $668 ,3
1433,00160000010Q4NHAA0,,Annapolis Sailyard,"326 First St., Suite 18",Annapolis,MD,USA,21403,24003,38.97465,-76.480226,Scott Rhodes,12,201608,201509,1,0," $8,011 ", $668 ,3
987,00160000010Q4PuAAK,,Gulf Coast Yacht Sales Inc HQ,101 16th Ave South,Saint Petersburg,FL,USA,33701,12103,27.754776,-82.63386,Brooks Mclean,12,201608,201509,1,0," $8,007 ", $667 ,3
2030,00160000010QE7DAAW,,Bonnie Castle Marina,P.O. BOX 127 (HOLLAND STREET),Alexandria Bay,NY,USA,13607,36045,44.33588,-75.91773,Cheyanna Shoaf,12,201608,201509,1,0," $8,004 ", $667 ,3
1009,00160000010QD4VAAW,,O'Neils Marina Inc,11150 66th Street N,Largo,FL,USA,33773,12103,27.873495,-82.729126,Nickeshia Bowen,12,201608,201509,1,0," $7,999 ", $667 ,3
588,00160000010QJiqAAG,,Hatteras Latin America,2945 W. State Road 84,Fort Lauderdale,FL,USA,33312,12011,26.085051,-80.18558,Whit Hall,12,201608,201509,1,0," $7,992 ", $666 ,3
1713,00160000010Q4rtAAC,,St. Clair Sailboat Center -MI,24400 East Jefferson,Saint Clair Shores,MI,USA,48080,26099,42.47105,-82.888596,Scott Rhodes,12,201608,201509,1,0," $7,953 ", $663 ,3
610,00160000010Q4x5AAC,,Punta Gorda Yacht Brokers aka Gulf Island Sales,520 King St.,Punta Gorda,FL,USA,33950,12015,26.895495,-82.036687,Brooks Mclean,12,201608,201509,1,0," $7,951 ", $663 ,3
1816,00160000010QGFPAA4,,Tetzlaff Yacht Sales -MN,575 N Main St,Stillwater,MN,USA,55082,27163,45.061427,-92.80692,Kirk Lamb,12,201608,201509,1,0," $7,951 ", $663 ,3
2726,00160000017lu98AAA,,Seabreeze Yacht,8311 Southern Oaks Court,Lorton,VA,USA,22079,51059,38.732456,-77.247486,Scott Rhodes,12,201608,201509,1,0," $7,938 ", $662 ,3
1342,00160000010QClNAAW,,C & P Marine Inc.,2988 Highway 90,Bronston,KY,USA,42518,21199,36.98204,-84.650663,JJ Aho,12,201608,201509,1,0," $7,925 ", $660 ,3
2504,00160000010Q8CXAA0,,Carolina Inboard,PO Box 63,Ballentine,SC,USA,29002,45079,34.126535,-81.234811,Christopher Thomas,12,201608,201509,1,0," $7,925 ", $660 ,3
712,001600000138XixAAE,,Sea Hunter Boats,25545 SW 140th Avenue,Homestead,FL,USA,33032,12025,25.529898,-80.419124,Patrick Sullivan,12,201608,201509,1,0," $7,915 ", $660 ,3
2755,00160000010Q7ZjAAK,,"Tiffany Yacht, Inc",2355 Jessie Dupont Highway,Burgess,VA,USA,22432,51133,37.853476,-76.364898,Scott Rhodes,12,201608,201509,1,0," $7,913 ", $659 ,3
3409,00160000010QCOPAA4,,Masters Marine,10472 W Loop 1604 N,San Antonio,TX,USA,78254,48029,29.523294,-98.74504,ckelley,12,201608,201509,1,0," $7,908 ", $659 ,3
2686,00160000010Q53UAAS,,Sail & Ski Center -TX,12971 Research Blvd.,Austin,TX,USA,78750,48453,30.432401,-97.765036,Kirk Lamb,12,201608,201509,1,0," $7,907 ", $659 ,3
3577,00160000010Q7KAAA0,,Henriques Yachts,198 Hilton Avenue,Bayville,NJ,USA,08721,34029,39.90929,-74.15486,Patrick Sullivan,9,201608,201512,1,0," $5,924 ", $658 ,3
3787,0013200001FgMFmAAN,,Sanibel Yacht & Slip,15051 Punta Rassa Road,Fort Myers,FL,USA,33908,12071,26.485927,-82.011236,Benno Croucher,4,201608,201605,1,0," $2,632 ", $658 ,3
2932,00160000010Q5HoAAK,,Steele-A-Weigh Yacht Sales,611 Marine Drive,Point Roberts,WA,USA,98281,53073,48.98085,-123.081922,Kirk Lamb,12,201608,201509,1,0," $7,895 ", $658 ,3
1976,00160000010QDtJAAW,,Baywood Marina,63 Pilot Dr,Brick,NJ,USA,08723,34029,40.026272,-74.093929,Nick Glass,12,201608,201509,1,0," $7,890 ", $657 ,3
575,00160000010QE7LAAW,,Intermarine,4550 Anglers Rd,Fort Lauderdale,FL,USA,33312,12011,26.06906,-80.168661,Carie Godfrey,12,201608,201509,1,0," $7,877 ", $656 ,3
1672,00160000010QCgJAAW,,Silver Spray Sports Inc,4037 W Silver Lake Rd.,Fenton,MI,USA,48430,26049,42.808817,-83.744096,Zach Bower,12,201608,201509,1,0," $7,877 ", $656 ,3
2158,00160000010Q5gTAAS,,"Fort Macon Marina, Inc.",PO Box 370,Atlantic Beach,NC,USA,28512,37031,34.69905,-76.74021,Brooks Mclean,12,201608,201509,1,0," $7,874 ", $656 ,3
28,00160000010Q6HWAA0,,George's Water Sports,1301 Montlimar,Mobile,AL,USA,36609,01097,30.672022,-88.134082,Christopher Thomas,12,201608,201509,1,0," $7,874 ", $656 ,3
1554,00160000010Q7uUAAS,,Bass River Marina LLP,PO Box 1437,West Dennis,MA,USA,02670,25001,41.66563,-70.16604,Jason White,11,201607,201509,0,1," $7,216 ", $656 ,3
3378,00160000010QArmAAG,,Wild Bills Boats,Po Box 146,Mead,OK,USA,73449,40013,33.990978,-96.54409,MWS,3,201511,201509,0,9," $1,965 ", $655 ,3
